1.170583606040352720e+00,3.451148487804260867e-01,-8.720339999996440383e-03,1.028197239999961710e-02
7.128993577609072929e-01,1.686939459496734628e-01,-1.909087999999314889e-02,9.983710960000014012e-02
1.063550262784421108e+00,2.972209764952786770e-01,-3.277602000000001681e-02,2.932578769999949486e-02
6.031494179230314501e-01,1.211131795682085510e-01,-9.919816999999397922e-02,3.362205110000004993e-02
1.047994169698405642e+00,3.073257965481595022e-01,-9.059118999999782318e-02,-1.790440590000041965e-02
1.053233512632939295e+00,2.908460382523259113e-01,5.026050000000736873e-02,7.356279929999942624e-02
1.125500275398614747e+00,3.346074760657060665e-01,-3.475312999998436680e-02,1.292414499999949840e-03
1.110486219832445443e+00,3.475721241276801265e-01,1.452411000002484798e-02,2.377751079999956829e-02
1.044955206073186815e+00,3.279136719910162867e-01,-3.009889999987080955e-03,-1.601503910000001696e-02
7.493458755523860759e-01,1.847916473293871320e-01,5.634276000000681961e-02,2.551981730000019155e-02
8.185481598257311475e-01,2.124116893091496650e-01,-1.688306999997735147e-02,-5.856702099999999689e-03
8.689181828967420529e-01,2.473537402415146857e-01,-6.101839999999469910e-02,-7.852567900000551049e-03
1.068828929590655008e+00,3.429172947470284782e-01,-3.450359999999363936e-02,2.370715180000004807e-02
8.153006580991650765e-01,2.086191333835216710e-01,-5.614284999998631065e-02,5.161525900000185629e-03
8.316005287213705799e-01,1.824695560122115978e-01,5.554889000001139721e-02,-2.963527969999990574e-02
6.950087635651840401e-01,1.346952170725401743e-01,1.284443100000203231e-01,1.638696099999936706e-02
8.061846856011101181e-01,2.138342690934322832e-01,-1.411550000000261207e-03,-4.017558140000065947e-02
8.578454785893292467e-01,1.902895149526564467e-01,-5.494489999989582429e-03,4.427277229999937447e-02
1.047591286876595973e+00,3.233529899995737367e-01,5.940787000000113949e-02,3.569701849999962207e-02
7.237382473986961884e-01,2.019850084694532200e-01,-4.576083999998559193e-02,-1.357133970000035106e-02
6.374906127370252307e-01,1.536645376868435164e-01,8.816660000007914277e-03,-1.690261830000050480e-02
9.231959888548999515e-01,2.180091701839437235e-01,-4.611658999999690423e-02,4.443569549999981660e-02
1.056773012147090185e+00,3.160625455936418859e-01,-6.576003999998647487e-02,-3.952588470000062415e-02
8.670066321110638796e-01,2.171511273009834042e-01,4.026926000000230488e-02,-5.393311530000044485e-02
1.129232179749912746e+00,3.510258790151006281e-01,1.821879999999964639e-02,6.486730999999856806e-03
7.387149863610744660e-01,1.815450283670934084e-01,-3.203704999998535641e-02,4.757163009999931802e-02
1.093793880364998472e+00,2.985148956218353078e-01,2.768711000001644607e-02,7.689216100000173526e-03
7.683778483344418930e-01,1.969882662588773314e-01,1.999921000000881577e-02,1.407623629999932291e-02
1.071348105984533561e+00,3.037007612622097952e-01,3.189380000009123250e-03,6.919483649999946806e-02
1.079401262529678718e+00,3.332899916503819782e-01,-1.823979999997504819e-02,9.829261200000161125e-03
1.012362495558253528e+00,3.130045261864360384e-01,4.876530000018419742e-03,-1.709609220000007923e-02
9.825746450104340113e-01,2.391358751861254461e-01,7.825319000002650682e-02,5.750353190000012660e-02
8.148595942063572295e-01,2.143046075539132289e-01,-5.167357999999921958e-02,7.201396079999966560e-02
7.260646386888822690e-01,1.708085189183563557e-01,-3.531050999998797124e-02,-2.561218310000068499e-02
1.217352512952793120e+00,3.627644232335640595e-01,2.454325000002199886e-02,1.261874540000018641e-02
8.450590416544194738e-01,2.083843837678358568e-01,3.000160999999934575e-02,2.496059020000007678e-02
1.166203481203879733e+00,3.871899970614833819e-01,-1.522178999999823645e-02,-2.822869300000085957e-03
8.001062703312129543e-01,1.694854732805488595e-01,-1.872452999998586165e-02,5.465137679999987341e-02
9.939378784694810065e-01,2.647252405735507352e-01,-3.240799999986165858e-03,2.156244619999991841e-02
1.085410059514618553e+00,3.287518346291200544e-01,7.525710000010121803e-03,-1.418173219999996348e-02
1.060293562557038882e+00,3.174782185189641837e-01,-6.552236999999649925e-02,-6.659102800000482603e-03
8.518885356628338457e-01,2.440401712745874363e-01,-1.739119999996319166e-03,-1.775737410000033378e-02
8.112631229829716517e-01,2.123787279405888739e-01,1.845567000000869484e-02,-1.783012799999994513e-02
6.968767471370433952e-01,1.375396418438725732e-01,-1.186892999999145104e-02,8.422682550000004653e-02
8.234661866160593036e-01,2.251829933882021351e-01,2.102340000001845510e-02,2.268084590000007950e-02
7.195614652526387545e-01,1.757012441917638057e-01,2.126062000002093555e-02,7.750834159999975270e-02
9.815593606708645780e-01,2.495351463034225503e-01,-2.361514999998348685e-02,-9.651783360000010248e-02
1.039890491979317488e+00,3.294842960661092945e-01,-1.438978999999562802e-02,3.765998759999966694e-02
1.142830328028956899e+00,3.532880641858859860e-01,1.196914000001925160e-02,3.163758499999946849e-02
7.590354516346877745e-01,1.679797434582006588e-01,-9.598403999999050029e-02,-2.855614320000032791e-02
8.385686993701924052e-01,2.534317479215317803e-01,1.438656000001969915e-02,3.234803560000010236e-02
1.091785198750759633e+00,3.288112627690473744e-01,-1.168414999997935411e-02,5.826088069999979524e-02
1.209877164048904774e+00,3.627675003233434836e-01,7.768630000015264159e-03,1.460764700000005689e-02
8.700503728512565260e-01,2.501584722929095506e-01,2.643674000000828528e-02,4.030270789999956804e-02
1.079894004390688167e+00,3.263340458629286900e-01,-3.895129999989421776e-03,-8.756681910000008173e-02
7.324310052383040670e-01,1.458250406187282522e-01,-3.765432999998097330e-02,3.279821479999966982e-02
1.076862098582683558e+00,3.192380201138362850e-01,-6.174364999998260828e-02,-7.328069450000018747e-02
1.053672321721943916e+00,3.071224773850538270e-01,7.300231000002099790e-02,-3.221339460000027799e-02
1.059530319580719748e+00,3.284601866934053760e-01,-8.585295999998265870e-02,-5.372527070000021610e-02
1.023951060644844091e+00,2.944210477482016586e-01,-3.382059999998432431e-02,-1.251749520000000615e-02
7.999089448144793835e-01,1.873598533749145645e-01,-1.115577999999572967e-02,1.268276480000007922e-02
7.388702085995291213e-01,2.091340430085786295e-01,-5.203774999998245221e-02,-2.367788829999994960e-02
1.127665545967762029e+00,3.644769031564720763e-01,-3.150657999998429659e-02,-4.137393100000608115e-03
7.333926558569139331e-01,1.808298115196365075e-01,1.092036000000007334e-02,3.034695349999960712e-02
6.856839441337321261e-01,1.452949641885687981e-01,4.630672000001823108e-02,2.875172499999578690e-03
8.352031483092829944e-01,2.048366536214096811e-01,-5.540825999997878171e-02,3.020026359999938848e-02
6.404720467180240462e-01,1.350021814331867631e-01,2.767811000001074717e-02,-2.105833740000040422e-02
7.759424459204424807e-01,1.981725712617645740e-01,5.126229000001103486e-02,-1.286809409999989384e-02
8.685974665612299361e-01,2.447556305576661373e-01,1.484477000002470959e-02,-1.256869430000051580e-02
8.305895568913328475e-01,2.449535901040285069e-01,-6.953894999998055937e-02,-2.979248709999993139e-02
7.500807943794534083e-01,1.699752417092419421e-01,-1.858363999997436622e-02,-9.428712550000017956e-02
7.034591245401848880e-01,1.405655356740673767e-01,1.215608900000120229e-01,1.906661609999993345e-02
1.187585937429222582e+00,3.693214727540770070e-01,-4.035434999997278283e-02,-4.409394660000032218e-02
7.719754655412884858e-01,2.099533195793554796e-01,-1.870150999999964370e-02,-2.749030180000033852e-02
8.326594506960773856e-01,1.922414235731508825e-01,-2.815355999999269443e-02,4.960705949999955067e-02
1.142615916410036903e+00,3.447599368116698315e-01,-2.744177999997532424e-02,-9.506701700000341759e-03
9.779156268625861514e-01,2.376923220735172038e-01,1.512268000001881774e-02,3.191790649999948215e-02
1.067911128122489117e+00,3.190759989205496083e-01,6.085744000000659071e-02,2.845882699999968679e-03
9.737572303867878531e-01,2.560571560339930386e-01,3.580707000000415974e-02,8.812185400000061009e-03
9.377862943596078082e-01,2.506804376177846905e-01,3.144472000002451750e-02,2.417315369999961661e-02
7.432509981356432149e-01,1.848063026214248339e-01,3.217320000001677727e-02,2.600041339999936696e-02
7.975755577463026214e-01,1.744109324664080418e-01,-2.549292999998442610e-02,-1.293967089999981113e-02
7.454036200990259431e-01,1.931484701215744337e-01,2.789156000000048152e-02,9.439338769999938705e-02
1.055313901061733617e+00,3.012592164817675666e-01,2.138900000261401146e-04,-2.035072530000014979e-02
1.131657906431843941e+00,3.538852133195682370e-01,2.355280000017501152e-03,1.386061389999948545e-02
9.845951302403364025e-01,2.618600695010115942e-01,5.455828000000906286e-02,4.390108009999948990e-02
1.107260720404983800e+00,3.410696923200262631e-01,1.429534000001808636e-02,9.295060339999938748e-02
6.787129124038919770e-01,1.578155960478113684e-01,-5.629776999998625797e-02,-6.012095680000051345e-02
7.939520351425635170e-01,2.114029240595023396e-01,2.220828000000096836e-02,-2.020423670000059957e-02
1.042989034981740559e+00,3.194217007324127167e-01,2.474520000001234621e-02,3.535370729999964823e-02
7.613408281567686231e-01,2.279933403122313962e-01,1.498949000000493470e-02,2.771565099999939719e-02
7.514714251495178132e-01,2.086529128759089247e-01,-4.703000999998607767e-02,-6.253252810000020645e-02
1.144047307303068806e+00,3.522981822981066102e-01,-2.131272999997690931e-02,3.836830659999979076e-02
9.791150067918437117e-01,2.914017547073086689e-01,6.496804000002498469e-02,4.958759460000017327e-02
8.106860777983051491e-01,2.005655427286363590e-01,-2.847808999999301705e-02,-6.889629999999868915e-04
7.730914114917162294e-01,2.061026316893226351e-01,1.793423000000871070e-02,2.409297599999860040e-03
7.631841575639732866e-01,2.154910889216665737e-01,-3.638395999999488595e-02,-6.407539400000494823e-03
8.377151896780006268e-01,2.140874025692127702e-01,-8.872559999986151524e-03,-6.160725310000003674e-02
8.216726593659231526e-01,2.016922432198384740e-01,2.269158000001425535e-02,2.009501589999995730e-02
8.386313902498407913e-01,2.130083318033477724e-01,-1.530374999998684871e-02,-3.886974340000026729e-02
1.018468411033033760e+00,2.968709407682510459e-01,-2.802320999998642037e-02,3.960015389999949065e-02
1.002191745758562291e+00,3.037744847572163565e-01,2.443580000004885733e-03,6.450475609999983817e-02
8.808147616288657389e-01,2.344939984428009438e-01,-1.068498999998723775e-02,-3.122779450000034984e-02
1.154325412991649813e+00,3.441353305641747795e-01,-8.695169999981544606e-03,-4.018437050000045474e-02
1.088430054181401374e+00,3.320662150249411582e-01,-1.827597999999852618e-02,1.843112729999951682e-02
7.501136757390796106e-01,1.947499725193324593e-01,1.014779000001908571e-02,-1.546876769999983026e-02
1.090187822462102218e+00,3.419540671890466399e-01,-1.278183599999920261e-01,5.673728399999689032e-03
7.997641488001505650e-01,1.943572150647128183e-01,3.706770000002279630e-02,3.361176780000008080e-02
1.149410311606750668e+00,3.579916101913482862e-01,-2.465965999999752967e-02,1.402427659999982978e-02
7.632279797743350969e-01,1.941182972967112619e-01,9.788681000000565291e-02,5.387520970000014842e-02
9.899886665889070514e-01,2.714856602905193483e-01,5.185060000002295055e-03,-1.487372620000027013e-02
1.087926707912789226e+00,3.241229668615019932e-01,1.937326000000894055e-02,4.371330389999972255e-02
1.088308178449054253e+00,3.374851698837204594e-01,2.773803000002317276e-02,2.782969099999998974e-02
1.019965026955805598e+00,2.994956983561642971e-01,-8.793087999998761006e-02,-2.517811080000065260e-02
1.155492767770951446e+00,3.450377427218285220e-01,-2.892061000000012427e-02,1.719225110000000001e-02
8.029724211711233295e-01,1.833924445295913586e-01,4.356200000017906859e-03,-8.953207309999999808e-02
1.040562648312807426e+00,3.123390974099358175e-01,-3.766072999999892090e-02,-1.762803720000061247e-02
1.113114517625835020e+00,3.725880314488492218e-01,1.840440000023590983e-03,5.075877489999935932e-02
1.219177552595652969e+00,3.898842908621773518e-01,4.547387000002345303e-02,-1.647714380000042667e-02
1.096967015382944055e+00,2.972408349842545761e-01,-1.812774999999078318e-02,-1.067277180000036907e-02
8.764766222150655040e-01,2.018833801165449415e-01,-4.499761999997531348e-02,5.943798119999943452e-02
8.444971741073388216e-01,2.077076204626742140e-01,2.135858000002599510e-02,-5.462043620000045507e-02
1.020375854222859147e+00,2.777704985514972691e-01,-7.232370999997783656e-02,5.717961690000006314e-02
1.055634431274338425e+00,3.152094466647099580e-01,-5.632219999995413673e-03,-2.214699970000033602e-02
1.233545618198277793e+00,3.877423011505527484e-01,-8.280309999975088431e-03,-3.379086810000053731e-02
1.095761574707800889e+00,3.095780840727364591e-01,-4.702619999989110511e-03,5.720997500000102320e-03
1.056763709966606513e+00,3.029109551849025195e-01,-3.525982999997268053e-02,3.721918609999974592e-02
1.054654101208186034e+00,2.631058084582136303e-01,4.025847000002613640e-02,3.563677120000008358e-02
1.052731749332021849e+00,3.000277667980988383e-01,1.774950000000785622e-02,-1.691304419999983821e-02
1.150329053521275569e+00,3.358223380216003306e-01,-3.257149999998887324e-02,-7.545013800000610615e-03
6.614367185752243472e-01,1.634629438057118023e-01,1.715422000000899061e-02,5.164826840000014130e-02
1.098897545340328463e+00,3.315820442860761830e-01,-2.608136999998578176e-02,-8.138934220000049180e-02
8.181397462538519960e-01,2.130543540396949709e-01,-6.922772999999438071e-02,-4.812602500000373595e-03
6.670713515284383277e-01,1.632916475072079265e-01,6.526963000001728687e-02,6.792394030000004079e-02
8.319055272682298607e-01,2.200949941437251312e-01,4.739953000000696193e-02,2.638423600000017188e-02
1.036893293655115400e+00,2.866413585189810931e-01,7.993323000002305889e-02,4.314819289999949348e-02
7.942043799289244532e-01,1.720655972777969112e-01,2.792026000000191743e-02,2.652296399999976018e-02
8.098855500535222518e-01,2.082823582499209181e-01,-1.903492999997524748e-02,-5.371298850000005842e-02
1.145683350914598719e+00,3.887082124123608651e-01,-2.217823999998813633e-02,1.609094410000011521e-02
7.791297773464513909e-01,2.069270394747384501e-01,6.522990000007666822e-03,4.310499879999962758e-02
6.719287124936883515e-01,1.629752486144049328e-01,-3.098036000000092827e-02,4.620864989999962091e-02
7.695290666696372739e-01,2.025869834437230566e-01,2.108981000000653694e-02,-2.073792980000010999e-02
1.119785024704629706e+00,3.176126493446744803e-01,-1.548315999997385006e-02,-7.963892910000058833e-02
7.176754429397647073e-01,2.238742122334613782e-01,9.377906000000280073e-02,-3.594849909999986437e-02
1.139737835663481746e+00,3.539210975660580516e-01,-1.835153999999761254e-02,-2.225898659999980822e-02
7.114146335217945705e-01,1.482986888262516345e-01,1.157480600000155846e-01,4.739520209999970035e-02
7.039479548324933944e-01,1.709947378920588790e-01,9.076921000001902939e-02,-1.668123450000003061e-02
7.807399413719267045e-01,1.875660613587086800e-01,4.043194000001903987e-02,1.376182669999996833e-01
1.044911602613538548e+00,3.063076477984267854e-01,-6.243201999998859719e-02,-9.655188039999984539e-02
7.987500043843169806e-01,1.779644359287892996e-01,-2.569770999997444960e-02,-7.953869740000030220e-02
6.894700896328238571e-01,1.495188379315521843e-01,8.781290000001717999e-02,-3.117206519999982106e-02
1.213584432279311898e+00,3.646563460028957593e-01,1.124499000002288085e-02,1.747738759999961644e-02
7.589972527052886164e-01,1.791844191864520042e-01,1.507575000002248089e-02,1.977323159999944124e-02
8.633080199564702184e-01,2.258377951145398299e-01,1.161556000002406108e-02,-1.704383000005194049e-04
8.304631176346717325e-01,2.064373788249618258e-01,1.750850000007631024e-03,-7.457723599999965813e-03
1.082668177072857674e+00,3.452633650920233777e-01,-2.868173999999612533e-02,-3.479433860000025192e-02
9.732302911812595880e-01,2.804449902473287182e-01,-3.675789999988410273e-03,-1.415012690000061468e-02
6.229535445093219437e-01,1.424960524957441521e-01,9.518696000000659296e-02,-4.655180279999981963e-02
1.053774717499301516e+00,2.788740561977718357e-01,1.316152000001125089e-02,5.333680599999723881e-03
1.073069266286168499e+00,3.187654478781141165e-01,-1.037319399999887537e-01,-3.538237840000046930e-02
7.744752054801793406e-01,2.115589918686708870e-01,-6.529581999998868014e-02,-3.674126060000038052e-02
1.109918281139119500e+00,3.649546269337697879e-01,-7.567709999989347125e-03,-4.089558850000063472e-02
1.074707057560029710e+00,3.104321217748271522e-01,-3.292073999998024192e-02,-2.255625100000013816e-02
7.720579321377982751e-01,1.817687171483619579e-01,9.048168000001055589e-02,-2.173393350000019097e-02
1.105966922253742268e+00,3.251629967968874269e-01,-1.377229999999940446e-02,-2.158885840000035472e-02
8.038854017557177656e-01,1.955617653309786874e-01,3.971917000001212728e-02,-8.727424020000018601e-02
1.100339134299474608e+00,3.111728126410930884e-01,-1.088326999999367217e-02,-1.601809930000008819e-02
8.684197600751275559e-01,1.998632866149527842e-01,-5.931329999981471701e-03,-1.700136690000064732e-02
7.795595496220357745e-01,1.989503766590807743e-01,-6.093032999999081767e-02,-5.079334360000054005e-02
1.129713227586702118e+00,3.436366408530844296e-01,2.823310000025003319e-03,-1.317088510000008483e-02
6.997372753623452013e-01,1.793093353202372953e-01,-3.574030999999422420e-02,-1.056325100000066186e-02
1.000012428468949111e+00,2.988813747802332443e-01,1.098115000002053421e-02,-5.730267800000632405e-03
1.028855228762459717e+00,2.938775502453978561e-01,1.323255000002632187e-02,-3.417974700000492305e-03
7.858897323770506205e-01,1.819526794338806042e-01,2.484417000002281384e-02,2.392237639999983401e-02
6.822383333517443305e-01,1.601981196414783426e-01,4.272843000001103064e-02,6.612227359999955922e-02
6.381674445120921746e-01,1.617956123901862497e-01,1.153396300000224528e-01,6.468017389999936029e-02
7.731535422280408909e-01,2.199159451220502604e-01,-3.729379999981574656e-03,-7.492322650000016182e-02
1.132844883924715162e+00,3.568600448998786590e-01,4.534720000009428986e-03,-9.419802659999998440e-02
7.288797182032027422e-01,1.726697303434434616e-01,3.754694000002700704e-02,1.169490509999997485e-01
7.496744087919395838e-01,1.624434254719275827e-01,4.029185000001689332e-02,2.030269569999987311e-02
6.226195916022874144e-01,1.380428024431274991e-01,3.917014000001017848e-02,1.911673079999953728e-02
1.015760314478821869e+00,2.815619972190042120e-01,-8.647509999974545281e-03,1.990486169999972077e-02
7.910965602264887764e-01,1.949868710815394479e-01,2.570178999999939151e-02,1.458671349999995925e-02
9.915121869563030543e-01,2.777459119907987883e-01,-8.727679999992687954e-03,1.509795239999967009e-02
7.274331194783165699e-01,1.979667489727781060e-01,1.699280000025282789e-03,1.687354599999935090e-02
8.814188002467275851e-01,2.301799860260551611e-01,1.529933000000482934e-02,-1.061749055000005271e-01
1.029363350366502061e+00,2.980719735065093801e-01,2.574823000000492357e-02,2.308139119999985667e-02
8.309840166662816330e-01,1.895202797589270460e-01,6.396440000000325199e-02,1.301948162999995162e-01
6.880844061593336392e-01,1.486777256289713023e-01,-4.609573999999838634e-02,-1.103869946000006763e-01
8.853898518865221945e-01,2.348911356445135823e-01,4.932120000006534610e-03,-7.100133299999811243e-03
6.114643844498530711e-01,1.463410033526351128e-01,-1.704928999998855943e-02,-3.127988230000067205e-02
1.018449108553820537e+00,2.562764415221217007e-01,7.959360000000970103e-03,3.452152399999519616e-03
6.619334572860466892e-01,1.979184317594153697e-01,-1.405272299999751340e-01,1.009380064999998439e-01
8.953436408108430555e-01,2.484416543915379805e-01,4.732617000001937413e-02,-3.490891050000044515e-02
9.123024100612937559e-01,2.215818434778427104e-01,6.604615000000535474e-02,1.591712610000000083e-01
9.379179352184578988e-01,2.921971388469835063e-01,-9.341468999997459832e-02,7.641243039999956466e-02
1.049404745332083166e+00,3.548934152600544678e-01,-5.429979999973966187e-03,1.023103651000001335e-01
8.890433855464117130e-01,1.845957654500587353e-01,-2.070737499999779629e-01,-3.371315780000028184e-02
7.302245279512540321e-01,1.927262701054957006e-01,1.401156300000252486e-01,1.055935580999998180e-01
9.935578907060431675e-01,2.942313626625505663e-01,2.179383000000711945e-02,2.004467989999980659e-02
9.252037332661480207e-01,1.971458534890864200e-01,5.383853000000726752e-02,-1.273409010000037256e-02
7.475663598050950043e-01,1.797496968745626589e-01,-1.392953699999850414e-01,8.276053179999998122e-02
1.035589091200403544e+00,3.089015668948569271e-01,-6.705455999997411709e-02,1.769258289999964262e-02
6.052733919124761996e-01,1.179335531360017342e-01,4.376600000000507862e-03,-2.016424629000006519e-01
9.970686424744670262e-01,2.808182802638192754e-01,1.209881100000131937e-01,9.192728509999970044e-02
8.717949276168752704e-01,1.883839041402524117e-01,1.132705500000099619e-01,5.041965719999996764e-02
9.070324863217997802e-01,2.068379836274942818e-01,1.724045600000181366e-01,-1.646008389000002126e-01
